epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.6799173355102539,0.8144999742507935,2058.76953125,0.12600000202655792
1,0.320097953081131,0.887499988079071,418.7890930175781,0.12399999797344208
2,0.2199745774269104,0.9232500195503235,299.2273864746094,0.11999999731779099
3,0.14058375358581543,0.952750027179718,44.88803482055664,0.20000000298023224
4,0.09476623684167862,0.965499997138977,371.68768310546875,0.11800000071525574
5,0.11139801889657974,0.9614999890327454,105.5249252319336,0.11800000071525574
6,0.12052608281373978,0.9602500200271606,23.911392211914062,0.18299999833106995
7,0.10298078507184982,0.9672499895095825,53.537879943847656,0.13099999725818634
8,0.06758653372526169,0.981249988079071,28.11197853088379,0.21199999749660492
9,0.08964361995458603,0.9679999947547913,156.61834716796875,0.12300000339746475
10,0.08970759063959122,0.9695000052452087,68.02593231201172,0.1509999930858612
11,0.06494928896427155,0.9787499904632568,45.72823715209961,0.125
12,0.04285671189427376,0.9850000143051147,87.3189697265625,0.1809999942779541
13,0.043859027326107025,0.9837499856948853,27.071971893310547,0.17299999296665192
14,0.04531696438789368,0.9852499961853027,12.909317970275879,0.16899999976158142
15,0.031008869409561157,0.9862499833106995,24.79311180114746,0.14499999582767487
16,0.025643376633524895,0.9902499914169312,11.201025009155273,0.13199999928474426
17,0.03093865141272545,0.9892500042915344,19.41111946105957,0.14000000059604645
18,0.030443981289863586,0.9887499809265137,17.684734344482422,0.14100000262260437
19,0.01628461480140686,0.9942499995231628,27.92316436767578,0.1340000033378601
20,0.0058247423730790615,0.9990000128746033,27.52756690979004,0.13699999451637268
21,0.005570586305111647,0.9984999895095825,21.266786575317383,0.1469999998807907
22,0.0021260580979287624,0.9994999766349792,18.210573196411133,0.15600000321865082
23,0.0020286422222852707,0.999750018119812,13.417242050170898,0.20100000500679016
24,0.0020836249459534883,0.9994999766349792,8.520597457885742,0.26600000262260437
25,0.0017600939609110355,0.9994999766349792,5.871633529663086,0.36500000953674316
26,0.001116195460781455,1.0,5.5334930419921875,0.41499999165534973
27,0.002064728643745184,0.9992499947547913,3.468806505203247,0.5830000042915344
28,0.0008063787245191634,1.0,3.196155548095703,0.6470000147819519
29,0.000662670936435461,1.0,3.034221649169922,0.6740000247955322
30,0.0007640956901013851,1.0,2.0458953380584717,0.7450000047683716
31,0.0005410394514910877,1.0,1.3315701484680176,0.8080000281333923
32,0.00045489100739359856,1.0,1.169658899307251,0.8309999704360962
33,0.000560926622711122,1.0,1.36399245262146,0.8040000200271606
34,0.0015962105244398117,0.9994999766349792,0.6297740936279297,0.8889999985694885
35,0.00046860816655680537,1.0,0.5547173023223877,0.8980000019073486
36,0.0003988426469732076,1.0,0.523585855960846,0.8980000019073486
37,0.0003025340847671032,1.0,0.5286414623260498,0.9010000228881836
38,0.0003479212464299053,1.0,0.49840521812438965,0.9079999923706055
39,0.0008708185632713139,0.999750018119812,0.44072070717811584,0.9200000166893005
40,0.0003130101249553263,1.0,0.42176494002342224,0.9229999780654907
41,0.0011908882297575474,0.9994999766349792,0.5671049952507019,0.9020000100135803
42,0.00036728577106259763,1.0,0.7771863341331482,0.8769999742507935
43,0.0007288963533937931,0.999750018119812,1.104314923286438,0.8080000281333923
44,0.0003688365104608238,1.0,0.6478984355926514,0.8920000195503235
45,0.0002924047876149416,1.0,0.5576749444007874,0.9079999923706055
46,0.000324735272442922,1.0,0.4824429154396057,0.9190000295639038
47,0.00031984641100279987,1.0,0.4695126414299011,0.921999990940094
48,0.00033294528839178383,1.0,0.41318362951278687,0.9269999861717224
49,0.00018026077304966748,1.0,0.3696413040161133,0.9300000071525574
50,0.00046146969543769956,1.0,0.382846474647522,0.9229999780654907
51,0.00023362964566331357,1.0,0.41275477409362793,0.9240000247955322
52,0.00020175972895231098,1.0,0.4302842319011688,0.9300000071525574
53,0.00024872494395822287,1.0,0.38442984223365784,0.9300000071525574
54,0.0002564741880632937,1.0,0.3061966001987457,0.9369999766349792
55,0.0001455254532629624,1.0,0.2819541096687317,0.9359999895095825
56,0.0007178484811447561,0.999750018119812,0.26081064343452454,0.9409999847412109
57,0.00019237941887695342,1.0,0.2795056104660034,0.9390000104904175
58,0.00021402644051704556,1.0,0.2735927700996399,0.9390000104904175
59,0.0005799712962470949,0.999750018119812,0.28601759672164917,0.9340000152587891
60,0.0007277686381712556,0.999750018119812,0.5937363505363464,0.906000018119812
61,0.00016275845700874925,1.0,0.7364359498023987,0.878000020980835
62,0.001693593105301261,0.999750018119812,0.5923897624015808,0.8999999761581421
63,0.0015219382476061583,0.9994999766349792,0.4339442849159241,0.9290000200271606
64,0.0006454545073211193,0.999750018119812,0.8662799000740051,0.8370000123977661
65,0.00031091307755559683,1.0,0.8041532039642334,0.843999981880188
66,0.00020813191076740623,1.0,0.5243203639984131,0.8970000147819519
67,0.00021382907289080322,1.0,0.4257960319519043,0.9200000166893005
68,0.0002651007962413132,1.0,0.3711426854133606,0.9259999990463257
69,0.00019025328219868243,1.0,0.33918681740760803,0.9319999814033508
70,0.00015796434308867902,1.0,0.3203195333480835,0.9340000152587891
71,0.00022556274780072272,1.0,0.30955252051353455,0.9369999766349792
72,0.00023674542899243534,1.0,0.304378479719162,0.9380000233650208
73,0.00021546987409237772,1.0,0.29963573813438416,0.9409999847412109
74,0.00021585423382930458,1.0,0.2971936762332916,0.9409999847412109
75,0.00011476607323857024,1.0,0.2968384921550751,0.9409999847412109
76,0.0002307639952050522,1.0,0.2975170314311981,0.9390000104904175
77,0.0002487004385329783,1.0,0.2973158359527588,0.9369999766349792
78,0.00017495475185569376,1.0,0.2972959876060486,0.9369999766349792
79,0.0002557739207986742,1.0,0.2977282702922821,0.9369999766349792
80,0.00019036927551496774,1.0,0.2981735169887543,0.9359999895095825
81,0.0004646157321985811,0.999750018119812,0.2988591194152832,0.9359999895095825
82,0.00014755959273315966,1.0,0.299217164516449,0.9369999766349792
83,0.00017654002294875681,1.0,0.29930639266967773,0.9369999766349792
84,0.0005617545684799552,0.999750018119812,0.29928088188171387,0.9369999766349792
85,0.00015637862088624388,1.0,0.29933232069015503,0.9369999766349792
86,0.0002472353808116168,1.0,0.2996806800365448,0.9380000233650208
87,0.00047057002666406333,1.0,0.2998272776603699,0.9390000104904175
88,0.00014009035658091307,1.0,0.29986771941185,0.9390000104904175
89,0.00028817213024012744,1.0,0.29998186230659485,0.9390000104904175
90,0.00017025330453179777,1.0,0.299916535615921,0.9380000233650208
91,0.00017203105380758643,1.0,0.2998683750629425,0.9380000233650208
92,0.00015515121049247682,1.0,0.299663245677948,0.9380000233650208
93,0.0007036871975287795,0.999750018119812,0.2998599708080292,0.9380000233650208
94,0.00014324118092190474,1.0,0.2998124361038208,0.9380000233650208
95,0.00022851477842777967,1.0,0.2995956540107727,0.9380000233650208
96,0.0004441931960172951,0.999750018119812,0.2995239496231079,0.9380000233650208
97,0.00018039823044091463,1.0,0.29957497119903564,0.9380000233650208
98,0.0003073989355470985,1.0,0.2995702028274536,0.9380000233650208
99,0.0001477984042139724,1.0,0.2995087206363678,0.9380000233650208
